"Year","Month","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"2012","08","28","-999","-999","-999","1","0"
"2012","08","28","-999","-999","-999","1","0"
"2012","08","28","-999","-999","-999","1","0"
"2012","08","27","-999","-999","-999","1","0"
"2012","08","22","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","13","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
"2012","08","5","-999","-999","-999","1","0"
