"Year","Month","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"2012","07","10","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","10","-999","-999","-999","0","0"
"2012","07","8","-999","-999","-999","0","0"
"2012","07","5","-999","-999","-999","0","0"
"2012","07","5","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","6","-999","-999","-999","0","0"
"2012","07","12","-999","-999","-999","1","0"
"2012","07","10","-999","-999","-999","1","0"
"2012","07","12","-999","-999","-999","1","0"
"2012","07","15","-999","-999","-999","1","0"
"2012","07","12","-999","-999","-999","1","0"
"2012","07","12","-999","-999","-999","0","0"
"2012","07","12","-999","-999","-999","0","0"
"2012","07","12","-999","-999","-999","0","0"
