"","Year","Month","sample_Idcellday","Site","Count","Biomass","SampleArea","AreaUnits","DistanceFromBorder","SampleType","MPA"
"1",2007,"August","PBM08210703","All",10,1527.37358352282,0.25,"sq_km",881.8,"HnL","1"
"2",2007,"August","PBM08210705","All",20,4117.91183467896,0.25,"sq_km",638.2,"HnL","1"
"3",2007,"August","PBM08210708","All",18,2520.41468853507,0.25,"sq_km",692.8,"HnL","1"
"4",2007,"August","PBM08210709","All",75,18432.4400290405,0.25,"sq_km",586.3,"HnL","1"
"5",2007,"August","PBM08280702","All",2,179.677614383749,0.25,"sq_km",251.5,"HnL","1"
"6",2007,"August","PBM08280703","All",3,1176.39605757768,0.25,"sq_km",881.8,"HnL","1"
"7",2007,"August","PBM08280704","All",13,3996.59714381137,0.25,"sq_km",386.6,"HnL","1"
"8",2007,"August","PBM08280706","All",9,2302.20737124023,0.25,"sq_km",817.9,"HnL","1"
"9",2007,"August","PBM08280711","All",44,16877.4244572922,0.25,"sq_km",249.8,"HnL","1"
"10",2007,"August","PBR08220713","All",9,3220.43862162534,0.25,"sq_km",3186.7,"HnL","0"
"11",2007,"August","PBR08220716","All",6,977.571364758558,0.25,"sq_km",2564.5,"HnL","0"
"12",2007,"August","PBR08220717","All",10,2182.27680333384,0.25,"sq_km",2071.6,"HnL","0"
"13",2007,"August","PBR08220720","All",1,125.489311671573,0.25,"sq_km",1452.9,"HnL","0"
"14",2007,"August","PBR08270713","All",7,2159.12918916084,0.25,"sq_km",3186.7,"HnL","0"
"15",2007,"August","PBR08270714","All",2,250.978623343147,0.25,"sq_km",3115.8,"HnL","0"
"16",2007,"August","PBR08270716","All",2,454.697641533123,0.25,"sq_km",2564.5,"HnL","0"
"17",2007,"August","PBR08270720","All",2,295.276272456561,0.25,"sq_km",1452.9,"HnL","0"
"18",2007,"October","PBM10150703","All",2,557.28239315005,0.25,"sq_km",881.8,"HnL","1"
"19",2007,"October","PBM10150706","All",8,778.169077991633,0.25,"sq_km",817.9,"HnL","1"
"20",2007,"October","PBM10150709","All",1,146.493782857946,0.25,"sq_km",586.3,"HnL","1"
"21",2007,"October","PBM10150711","All",1,883.233350838262,0.25,"sq_km",249.8,"HnL","1"
"22",2007,"October","PBM10240703","All",4,449.625298357562,0.25,"sq_km",881.8,"HnL","1"
"23",2007,"October","PBM10240704","All",23,9228.73897007631,0.25,"sq_km",386.6,"HnL","1"
"24",2007,"October","PBM10240709","All",18,8178.00209285086,0.25,"sq_km",586.3,"HnL","1"
"25",2007,"October","PBM10240711","All",4,1783.22692061669,0.25,"sq_km",249.8,"HnL","1"
"26",2007,"October","PBR10160715","All",8,2276.0382392555,0.25,"sq_km",2627.5,"HnL","0"
"27",2007,"October","PBR10160717","All",5,2146.79940477939,0.25,"sq_km",2071.6,"HnL","0"
"28",2007,"October","PBR10160718","All",2,370.247186116162,0.25,"sq_km",2010,"HnL","0"
"29",2007,"October","PBR10230713","All",6,3015.57738008807,0.25,"sq_km",3186.7,"HnL","0"
"30",2007,"October","PBR10230714","All",6,2034.45657946642,0.25,"sq_km",3115.8,"HnL","0"
"31",2007,"October","PBR10230717","All",4,1923.11118352813,0.25,"sq_km",2071.6,"HnL","0"
"32",2007,"October","PBR10230720","All",3,1090.58937593085,0.25,"sq_km",1452.9,"HnL","0"
"33",2007,"October","PBR10230722","All",2,682.771704821623,0.25,"sq_km",894.3,"HnL","0"
"34",2007,"September","PBM09190701","All",8,2167.31413962009,0.25,"sq_km",252.5,"HnL","1"
"35",2007,"September","PBM09190702","All",3,241.508885661332,0.25,"sq_km",251.5,"HnL","1"
"36",2007,"September","PBM09190706","All",9,1492.02324537785,0.25,"sq_km",817.9,"HnL","1"
"37",2007,"September","PBM09190709","All",40,7738.69763837826,0.25,"sq_km",586.3,"HnL","1"
"38",2007,"September","PBM09250701","All",4,1933.5410919285,0.25,"sq_km",252.5,"HnL","1"
"39",2007,"September","PBM09250703","All",15,3027.67768049762,0.25,"sq_km",881.8,"HnL","1"
"40",2007,"September","PBM09250704","All",15,5045.65092996253,0.25,"sq_km",386.6,"HnL","1"
"41",2007,"September","PBM09250708","All",14,1495.87775084662,0.25,"sq_km",692.8,"HnL","1"
"42",2007,"September","PBR09180715","All",1,106.646354153871,0.25,"sq_km",2627.5,"HnL","0"
"43",2007,"September","PBR09180717","All",6,940.283224102401,0.25,"sq_km",2071.6,"HnL","0"
"44",2007,"September","PBR09180718","All",6,2481.17076521181,0.25,"sq_km",2010,"HnL","0"
"45",2007,"September","PBR09180719","All",11,2302.61689045161,0.25,"sq_km",1516.2,"HnL","0"
"46",2007,"September","PBR09240714","All",3,535.071006837245,0.25,"sq_km",3115.8,"HnL","0"
"47",2007,"September","PBR09240717","All",3,944.465617299969,0.25,"sq_km",2071.6,"HnL","0"
"48",2007,"September","PBR09240718","All",5,1773.81935167056,0.25,"sq_km",2010,"HnL","0"
"49",2007,"September","PBR09240720","All",1,61.8312712775827,0.25,"sq_km",1452.9,"HnL","0"
"50",2008,"August","PBM08180805","All",2,424.473093196997,0.25,"sq_km",638.2,"HnL","1"
"51",2008,"August","PBM08180807","All",4,1756.19262979033,0.25,"sq_km",387.1,"HnL","1"
"52",2008,"August","PBM08180808","All",2,963.872554372747,0.25,"sq_km",692.8,"HnL","1"
"53",2008,"August","PBM08180810","All",4,2416.05063798592,0.25,"sq_km",605.6,"HnL","1"
"54",2008,"August","PBM08180811","All",15,7509.1063434889,0.25,"sq_km",249.8,"HnL","1"
"55",2008,"August","PBM08260805","All",4,1715.2181171997,0.25,"sq_km",638.2,"HnL","1"
"56",2008,"August","PBM08260807","All",11,4396.68354839841,0.25,"sq_km",387.1,"HnL","1"
"57",2008,"August","PBM08260809","All",22,5240.1081722907,0.25,"sq_km",586.3,"HnL","1"
