Year,Month,Length,Length Type,Sex,Special,MPA,FisheryDependent,Site
2008,5,15,0,0,0,0,0,Lagun
2008,6,25,0,0,0,0,0,Lagun
2008,6,15,0,0,0,0,0,Lagun
2008,6,15,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Lagun
2008,7,20,0,0,0,0,0,Lagun
2008,8,20,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Westpunt
2008,6,10,0,0,0,0,0,Westpunt
2008,6,15,0,0,0,0,0,Westpunt
2008,7,15,0,0,0,0,0,Westpunt
2008,7,15,0,0,0,0,0,Westpunt
2008,8,15,0,0,0,0,0,Westpunt
2008,6,15,0,0,0,0,0,Lagun
2008,7,20,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Santa Marta
2008,6,30,0,0,0,0,0,Santa Marta
2008,6,20,0,0,0,0,0,Santa Marta
2008,6,15,0,0,0,0,0,Santa Marta
2008,6,15,0,0,0,0,0,Santa Marta
2008,6,20,0,0,0,0,0,Santa Marta
2008,6,20,0,0,0,0,0,Santa Marta
2008,6,15,0,0,0,0,0,Santa Marta
2008,8,20,0,0,0,0,0,Santa Marta
2008,8,20,0,0,0,0,0,Santa Marta
2008,5,15,0,0,0,0,0,Lagun
2008,6,25,0,0,0,0,0,Lagun
2008,6,15,0,0,0,0,0,Lagun
2008,6,15,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Lagun
2008,7,20,0,0,0,0,0,Lagun
2008,8,20,0,0,0,0,0,Lagun
2008,6,20,0,0,0,0,0,Westpunt
2008,6,10,0,0,0,0,0,Westpunt
2008,6,15,0,0,0,0,0,Westpunt
2008,7,15,0,0,0,0,0,Westpunt
2008,7,15,0,0,0,0,0,Westpunt
2008,8,15,0,0,0,0,0,Westpunt
2008,6,15,0,0,0,0,0,Lagun
2008,7,20,0,0,0,0,0,Lagun
2008,6,15,0,0,0,0,0,Lagun
2008,7,20,0,0,0,0,0,Lagun
2014,August,16,0,0,0,0,0,Vaersenbaai
2014,August,18,0,0,0,0,0,Vaersenbaai
2014,August,18,0,0,0,0,0,Vaersenbaai
2014,March,11,0,0,0,0,0,Waterfabriek
2014,March,16,0,0,0,0,0,Waterfabriek
2014,March,16,0,0,0,0,0,Waterfabriek
2014,March,17,0,0,0,0,0,Waterfabriek
2014,March,18,0,0,0,0,0,Waterfabriek
2014,March,18,0,0,0,0,0,Waterfabriek
2014,March,20,0,0,0,0,0,Waterfabriek
2014,March,22,0,0,0,0,0,Waterfabriek
2014,March,22,0,0,0,0,0,Waterfabriek
2014,March,8,0,0,0,0,0,Snakebay
2014,March,9,0,0,0,0,0,Snakebay
2014,March,12,0,0,0,0,0,Snakebay
2014,March,13,0,0,0,0,0,Snakebay
2014,March,13,0,0,0,0,0,Snakebay
2014,March,14,0,0,0,0,0,Snakebay
2014,March,14,0,0,0,0,0,Snakebay
2014,March,15,0,0,0,0,0,Snakebay
2014,March,15,0,0,0,0,0,Snakebay
2014,March,15,0,0,0,0,0,Snakebay
2014,March,15,0,0,0,0,0,Snakebay
2014,March,15,0,0,0,0,0,Snakebay
2014,March,15,0,0,0,0,0,Snakebay
2014,March,16,0,0,0,0,0,Snakebay
2014,March,17,0,0,0,0,0,Snakebay
2014,March,18,0,0,0,0,0,Snakebay
2014,March,18,0,0,0,0,0,Snakebay
2014,March,20,0,0,0,0,0,Snakebay
2014,March,20,0,0,0,0,0,Snakebay
2014,March,21,0,0,0,0,0,Snakebay
2014,March,21,0,0,0,0,0,Snakebay
2014,March,12,0,0,0,0,0,Tarpon city
2014,March,14,0,0,0,0,0,Tarpon city
2014,March,19,0,0,0,0,0,Tarpon city
2014,March,20,0,0,0,0,0,Tarpon city
2014,March,9,0,0,0,0,0,Playa Kalki
2014,March,10,0,0,0,0,0,Playa Kalki
2014,March,11,0,0,0,0,0,Playa Kalki
2014,March,13,0,0,0,0,0,Playa Kalki
2014,March,13,0,0,0,0,0,Playa Kalki
2014,March,14,0,0,0,0,0,Playa Kalki
2014,March,15,0,0,0,0,0,Playa Kalki
2014,March,15,0,0,0,0,0,Playa Kalki
2014,March,16,0,0,0,0,0,Playa Kalki
2014,March,16,0,0,0,0,0,Playa Kalki
2014,March,17,0,0,0,0,0,Playa Kalki
2014,March,17,0,0,0,0,0,Playa Kalki
2014,March,17,0,0,0,0,0,Playa Kalki
2014,March,18,0,0,0,0,0,Playa Kalki
2014,March,18,0,0,0,0,0,Playa Kalki
2014,March,18,0,0,0,0,0,Playa Kalki
2014,March,19,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,20,0,0,0,0,0,Playa Kalki
2014,March,21,0,0,0,0,0,Playa Kalki
2014,March,21,0,0,0,0,0,Playa Kalki
2014,March,21,0,0,0,0,0,Playa Kalki
2014,March,24,0,0,0,0,0,Playa Kalki
2014,March,24,0,0,0,0,0,Playa Kalki
2014,March,24,0,0,0,0,0,Playa Kalki
2014,March,25,0,0,0,0,0,Playa Kalki
2014,March,28,0,0,0,0,0,Playa Kalki
2014,March,28,0,0,0,0,0,Playa Kalki
2014,March,38,0,0,0,0,0,Playa Kalki
2014,March,13,0,0,0,0,0,Boka Sami
2014,March,14,0,0,0,0,0,Boka Sami
2014,March,14,0,0,0,0,0,Boka Sami
2014,March,15,0,0,0,0,0,Boka Sami
2014,March,15,0,0,0,0,0,Boka Sami
2014,March,15,0,0,0,0,0,Boka Sami
2014,March,16,0,0,0,0,0,Boka Sami
2014,March,17,0,0,0,0,0,Boka Sami
2014,March,18,0,0,0,0,0,Boka Sami
2014,March,18,0,0,0,0,0,Boka Sami
2014,March,20,0,0,0,0,0,Boka Sami
2014,March,20,0,0,0,0,0,Boka Sami
2014,March,20,0,0,0,0,0,Boka Sami
2014,March,21,0,0,0,0,0,Boka Sami
2014,March,21,0,0,0,0,0,Boka Sami
2014,March,23,0,0,0,0,0,Boka Sami
2014,March,13,0,0,0,0,0,Playa Piscado
2014,April,13,0,0,0,0,0,Playa Piscado
2014,April,16,0,0,0,0,0,Playa Piscado
2014,April,17,0,0,0,0,0,Playa Piscado
2014,April,18,0,0,0,0,0,Playa Piscado
2014,April,19,0,0,0,0,0,Playa Piscado
2014,April,19,0,0,0,0,0,Playa Piscado
2014,April,20,0,0,0,0,0,Playa Piscado
2014,April,21,0,0,0,0,0,Playa Piscado
2014,April,24,0,0,0,0,0,Playa Piscado
2014,April,25,0,0,0,0,0,Playa Piscado
2014,April,14,0,0,0,0,0,Kleine Knip
2014,April,14,0,0,0,0,0,Kleine Knip
2014,April,15,0,0,0,0,0,Kleine Knip
2014,April,15,0,0,0,0,0,Kleine Knip
2014,April,16,0,0,0,0,0,Kleine Knip
2014,April,17,0,0,0,0,0,Kleine Knip
2014,April,17,0,0,0,0,0,Kleine Knip
2014,April,18,0,0,0,0,0,Kleine Knip
2014,April,19,0,0,0,0,0,Kleine Knip
2014,April,19,0,0,0,0,0,Kleine Knip
2014,April,20,0,0,0,0,0,Kleine Knip
2014,April,21,0,0,0,0,0,Kleine Knip
2014,April,21,0,0,0,0,0,Kleine Knip
2014,April,22,0,0,0,0,0,Kleine Knip
2014,April,22,0,0,0,0,0,Kleine Knip
2014,April,23,0,0,0,0,0,Kleine Knip
2014,April,24,0,0,0,0,0,Kleine Knip
2014,April,24,0,0,0,0,0,Kleine Knip
2014,April,25,0,0,0,0,0,Kleine Knip
2014,April,25,0,0,0,0,0,Kleine Knip
2014,April,12,0,0,0,0,0,Playa Jeremy
2014,April,13,0,0,0,0,0,Playa Jeremy
2014,April,14,0,0,0,0,0,Playa Jeremy
2014,April,16,0,0,0,0,0,Playa Jeremy
2014,April,16,0,0,0,0,0,Playa Jeremy
2014,April,17,0,0,0,0,0,Playa Jeremy
2014,April,18,0,0,0,0,0,Playa Jeremy
2014,April,18,0,0,0,0,0,Playa Jeremy
2014,April,18,0,0,0,0,0,Playa Jeremy
2014,April,18,0,0,0,0,0,Playa Jeremy
2014,April,18,0,0,0,0,0,Playa Jeremy
2014,April,18,0,0,0,0,0,Playa Jeremy
2014,April,20,0,0,0,0,0,Playa Jeremy
2014,April,20,0,0,0,0,0,Playa Jeremy
2014,April,21,0,0,0,0,0,Playa Jeremy
2014,April,21,0,0,0,0,0,Playa Jeremy
2014,April,22,0,0,0,0,0,Playa Jeremy
2014,April,22,0,0,0,0,0,Playa Jeremy
2014,April,22,0,0,0,0,0,Playa Jeremy
2014,April,23,0,0,0,0,0,Playa Jeremy
2014,April,23,0,0,0,0,0,Playa Jeremy
2014,April,23,0,0,0,0,0,Playa Jeremy
2014,April,23,0,0,0,0,0,Playa Jeremy
2014,April,23,0,0,0,0,0,Playa Jeremy
2014,April,23,0,0,0,0,0,Playa Jeremy
2014,April,24,0,0,0,0,0,Playa Jeremy
2014,April,25,0,0,0,0,0,Playa Jeremy
2014,April,25,0,0,0,0,0,Playa Jeremy
2014,April,25,0,0,0,0,0,Playa Jeremy
2014,April,25,0,0,0,0,0,Playa Jeremy
2014,April,25,0,0,0,0,0,Playa Jeremy
2014,April,26,0,0,0,0,0,Playa Jeremy
2014,April,26,0,0,0,0,0,Playa Jeremy
2014,April,26,0,0,0,0,0,Playa Jeremy
2014,April,28,0,0,0,0,0,Playa Jeremy
2014,April,33,0,0,0,0,0,Playa Jeremy
2014,April,35,0,0,0,0,0,Playa Jeremy
2014,April,37,0,0,0,0,0,Playa Jeremy
2014,April,11,0,0,0,0,0,Playa Lagun
2014,April,16,0,0,0,0,0,Playa Lagun
2014,April,17,0,0,0,0,0,Playa Lagun
2014,April,18,0,0,0,0,0,Playa Lagun
2014,April,18,0,0,0,0,0,Playa Lagun
2014,April,18,0,0,0,0,0,Playa Lagun
2014,April,21,0,0,0,0,0,Playa Lagun
2014,April,21,0,0,0,0,0,Playa Lagun
2014,April,21,0,0,0,0,0,Playa Lagun
2014,April,21,0,0,0,0,0,Playa Lagun
2014,April,23,0,0,0,0,0,Playa Lagun
2014,April,23,0,0,0,0,0,Playa Lagun
2014,April,24,0,0,0,0,0,Playa Lagun
2014,April,25,0,0,0,0,0,Playa Lagun
2014,April,25,0,0,0,0,0,Playa Lagun
2014,April,12,0,0,0,0,0,Airplane Wreck
2014,April,13,0,0,0,0,0,Airplane Wreck
2014,April,13,0,0,0,0,0,Airplane Wreck
2014,April,14,0,0,0,0,0,Airplane Wreck
2014,April,15,0,0,0,0,0,Airplane Wreck
2014,April,17,0,0,0,0,0,Airplane Wreck
2014,April,17,0,0,0,0,0,Airplane Wreck
2014,April,19,0,0,0,0,0,Airplane Wreck
2014,April,21,0,0,0,0,0,Airplane Wreck
2014,April,23,0,0,0,0,0,Airplane Wreck
2014,April,24,0,0,0,0,0,Airplane Wreck
2014,April,24,0,0,0,0,0,Airplane Wreck
2014,April,25,0,0,0,0,0,Airplane Wreck
2014,April,25,0,0,0,0,0,Airplane Wreck
2014,April,25,0,0,0,0,0,Airplane Wreck
2014,April,11,0,0,0,0,0,Porto mari
2014,April,12,0,0,0,0,0,Porto mari
2014,April,14,0,0,0,0,0,Porto mari
2014,April,15,0,0,0,0,0,Porto mari
2014,April,16,0,0,0,0,0,Porto mari
2014,April,16,0,0,0,0,0,Porto mari
2014,April,17,0,0,0,0,0,Porto mari
2014,April,17,0,0,0,0,0,Porto mari
2014,April,17,0,0,0,0,0,Porto mari
2014,April,18,0,0,0,0,0,Porto mari
2014,April,18,0,0,0,0,0,Porto mari
2014,April,18,0,0,0,0,0,Porto mari
2014,April,18,0,0,0,0,0,Porto mari
2014,April,20,0,0,0,0,0,Porto mari
2014,April,20,0,0,0,0,0,Porto mari
2014,April,20,0,0,0,0,0,Porto mari
2014,April,21,0,0,0,0,0,Porto mari
2014,April,22,0,0,0,0,0,Porto mari
2014,April,23,0,0,0,0,0,Porto mari
2014,April,23,0,0,0,0,0,Porto mari
2014,April,24,0,0,0,0,0,Porto mari
2014,April,24,0,0,0,0,0,Porto mari
2014,April,24,0,0,0,0,0,Porto mari
2014,April,24,0,0,0,0,0,Porto mari
2014,April,25,0,0,0,0,0,Porto mari
2014,April,27,0,0,0,0,0,Porto mari
2014,April,14,0,0,0,0,0,Habitat House Reef
2014,April,14,0,0,0,0,0,Habitat House Reef
2014,April,16,0,0,0,0,0,Habitat House Reef
2014,April,16,0,0,0,0,0,Habitat House Reef
2014,April,18,0,0,0,0,0,Habitat House Reef
2014,April,18,0,0,0,0,0,Habitat House Reef
2014,April,18,0,0,0,0,0,Habitat House Reef
2014,April,18,0,0,0,0,0,Habitat House Reef
2014,April,18,0,0,0,0,0,Habitat House Reef
2014,April,18,0,0,0,0,0,Habitat House Reef
2014,April,19,0,0,0,0,0,Habitat House Reef
2014,April,19,0,0,0,0,0,Habitat House Reef
2014,April,20,0,0,0,0,0,Habitat House Reef
2014,April,20,0,0,0,0,0,Habitat House Reef
2014,April,22,0,0,0,0,0,Habitat House Reef
2014,April,22,0,0,0,0,0,Habitat House Reef
2014,April,22,0,0,0,0,0,Habitat House Reef
2014,April,22,0,0,0,0,0,Habitat House Reef
2014,April,23,0,0,0,0,0,Habitat House Reef
2014,April,23,0,0,0,0,0,Habitat House Reef
2014,April,24,0,0,0,0,0,Habitat House Reef
2014,April,24,0,0,0,0,0,Habitat House Reef
2014,April,24,0,0,0,0,0,Habitat House Reef
2014,April,24,0,0,0,0,0,Habitat House Reef
2014,April,25,0,0,0,0,0,Habitat House Reef
2014,April,25,0,0,0,0,0,Habitat House Reef
2014,April,25,0,0,0,0,0,Habitat House Reef
2014,April,25,0,0,0,0,0,Habitat House Reef
2014,April,26,0,0,0,0,0,Habitat House Reef
2014,April,26,0,0,0,0,0,Habitat House Reef
2014,April,26,0,0,0,0,0,Habitat House Reef
2014,April,26,0,0,0,0,0,Habitat House Reef
2014,April,35,0,0,0,0,0,Habitat House Reef
2014,April,35,0,0,0,0,0,Habitat House Reef
2014,April,36,0,0,0,0,0,Habitat House Reef
2014,April,36,0,0,0,0,0,Habitat House Reef
2014,April,12,0,0,0,0,0,Vaersenbaai
2014,April,14,0,0,0,0,0,Vaersenbaai
2014,April,15,0,0,0,0,0,Vaersenbaai
2014,April,16,0,0,0,0,0,Vaersenbaai
2014,April,18,0,0,0,0,0,Vaersenbaai
2014,April,18,0,0,0,0,0,Vaersenbaai
2014,April,20,0,0,0,0,0,Vaersenbaai
2014,April,21,0,0,0,0,0,Vaersenbaai
2014,April,23,0,0,0,0,0,Vaersenbaai
2014,April,25,0,0,0,0,0,Vaersenbaai
2014,April,14,0,0,0,0,0,Vaersenbaai
2014,April,16,0,0,0,0,0,Vaersenbaai
2014,April,14,0,0,0,0,0,Vaersenbaai
2014,April,15,0,0,0,0,0,Vaersenbaai
2014,April,13,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,16,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,24,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,8,0,0,0,0,0,Caracasbaai
2014,April,12,0,0,0,0,0,Caracasbaai
2014,April,17,0,0,0,0,0,Caracasbaai
2014,April,17,0,0,0,0,0,Caracasbaai
2014,April,19,0,0,0,0,0,Caracasbaai
2014,April,19,0,0,0,0,0,Caracasbaai
2014,April,20,0,0,0,0,0,Caracasbaai
2014,April,22,0,0,0,0,0,Caracasbaai
2014,April,23,0,0,0,0,0,Caracasbaai
2014,April,24,0,0,0,0,0,Caracasbaai
2014,April,24,0,0,0,0,0,Caracasbaai
2014,April,11,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,16,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,20,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,20,0,0,0,0,0,Pierbaai/Marie Pampoen
2014,April,15,0,0,0,0,0,Carmabi
2014,April,18,0,0,0,0,0,Carmabi
2014,April,20,0,0,0,0,0,Carmabi
2014,April,21,0,0,0,0,0,Carmabi
2014,April,21,0,0,0,0,0,Carmabi
2014,April,25,0,0,0,0,0,Carmabi
2014,April,36,0,0,0,0,0,Carmabi
2014,April,38,0,0,0,0,0,Carmabi
2014,April,8,0,0,0,0,0,Grote knip
2014,April,12,0,0,0,0,0,Grote knip
2014,April,12,0,0,0,0,0,Grote knip
2014,April,13,0,0,0,0,0,Grote knip
2014,April,13,0,0,0,0,0,Grote knip
2014,April,14,0,0,0,0,0,Grote knip
2014,April,14,0,0,0,0,0,Grote knip
2014,April,15,0,0,0,0,0,Grote knip
2014,April,15,0,0,0,0,0,Grote knip
2014,April,18,0,0,0,0,0,Grote knip
2014,April,18,0,0,0,0,0,Grote knip
2014,April,19,0,0,0,0,0,Grote knip
2014,April,20,0,0,0,0,0,Grote knip
2014,April,20,0,0,0,0,0,Grote knip
2014,April,20,0,0,0,0,0,Grote knip
2014,April,21,0,0,0,0,0,Grote knip
2014,April,23,0,0,0,0,0,Grote knip
2014,April,24,0,0,0,0,0,Grote knip
2014,April,25,0,0,0,0,0,Grote knip
2014,April,25,0,0,0,0,0,Grote knip
2014,April,26,0,0,0,0,0,Grote knip
2014,April,26,0,0,0,0,0,Grote knip
2014,April,26,0,0,0,0,0,Grote knip
2014,April,28,0,0,0,0,0,Grote knip
2014,April,30,0,0,0,0,0,Grote knip
2014,April,30,0,0,0,0,0,Grote knip
2014,April,12,0,0,0,0,0,Spanish waters
2014,April,13,0,0,0,0,0,Spanish waters
2014,April,15,0,0,0,0,0,Spanish waters
2014,April,18,0,0,0,0,0,Spanish waters
2014,April,20,0,0,0,0,0,Spanish waters
2014,April,20,0,0,0,0,0,Spanish waters
2014,April,20,0,0,0,0,0,Spanish waters
2014,April,22,0,0,0,0,0,Caracasbaai
2014,April,23,0,0,0,0,0,Caracasbaai
2014,April,24,0,0,0,0,0,Spanish waters
2014,April,25,0,0,0,0,0,Caracasbaai
2014,April,26,0,0,0,0,0,Spanish waters
2014,May,5,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,12,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,14,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,14,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,15,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,15,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,15,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,16,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,16,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,16,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,16,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,16,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,17,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,17,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,17,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,18,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,18,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,18,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,18,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,20,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,20,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,20,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,20,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,21,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,21,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,22,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,22,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,24,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,24,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,25,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,25,0,0,0,0,0,Bullenbaai (buis/klim)
2014,May,12,0,0,0,0,0,Playa Forti 
2014,May,12,0,0,0,0,0,Playa Forti 
2014,May,12,0,0,0,0,0,Playa Forti 
2014,May,13,0,0,0,0,0,Playa Forti 
2014,May,13,0,0,0,0,0,Playa Forti 
2014,May,13,0,0,0,0,0,Playa Forti 
2014,May,14,0,0,0,0,0,Playa Forti 
2014,May,15,0,0,0,0,0,Playa Forti 
2014,May,15,0,0,0,0,0,Playa Forti 
2014,May,15,0,0,0,0,0,Playa Forti 
2014,May,17,0,0,0,0,0,Playa Forti 
2014,May,18,0,0,0,0,0,Playa Forti 
2014,May,18,0,0,0,0,0,Playa Forti 
2014,May,22,0,0,0,0,0,Playa Forti 
2014,May,24,0,0,0,0,0,Playa Forti 
2014,May,7,0,0,0,0,0,Spanish anchor
2014,May,12,0,0,0,0,0,Seldom reef
2014,May,14,0,0,0,0,0,Seldom reef
2014,May,14,0,0,0,0,0,Seldom reef
2014,May,15,0,0,0,0,0,Seldom reef
2014,May,15,0,0,0,0,0,Spanish anchor
2014,May,16,0,0,0,0,0,Seldom reef
2014,May,16,0,0,0,0,0,Spanish anchor
2014,May,16,0,0,0,0,0,Spanish anchor
2014,May,17,0,0,0,0,0,Seldom reef
2014,May,17,0,0,0,0,0,Seldom reef
2014,May,18,0,0,0,0,0,Seldom reef
2014,May,18,0,0,0,0,0,Spanish anchor
2014,May,18,0,0,0,0,0,Spanish anchor
2014,May,18,0,0,0,0,0,Spanish anchor
2014,May,20,0,0,0,0,0,Seldom reef
2014,May,20,0,0,0,0,0,Spanish anchor
2014,May,20,0,0,0,0,0,Spanish anchor
2014,May,20,0,0,0,0,0,Spanish anchor
2014,May,20,0,0,0,0,0,Spanish anchor
2014,May,23,0,0,0,0,0,Seldom reef
2014,May,23,0,0,0,0,0,Spanish anchor
2014,May,24,0,0,0,0,0,Seldom reef
2014,May,25,0,0,0,0,0,Seldom reef
2014,May,25,0,0,0,0,0,Spanish anchor
2014,May,26,0,0,0,0,0,Seldom reef
2015,June,24.5,0,0,0,0,1,Lagun
2015,June,24.5,0,0,0,0,1,Lagun
2015,June,23,0,0,0,0,1,Lagun
2015,June,25,0,0,0,0,1,Lagun
2015,June,17.5,0,0,0,0,1,Lagun
2015,June,17.5,0,0,0,0,1,Lagun
2015,June,20.5,0,0,0,0,1,Lagun
2015,June,21,0,0,0,0,1,Lagun
2015,June,17,0,0,0,0,1,Lagun
2015,June,22,0,0,0,0,1,Santa Cruz
2015,June,20,0,0,0,0,1,Santa Cruz
2015,June,13.5,0,0,0,0,1,Santa Cruz
2015,June,20.5,0,0,0,0,1,Santa Cruz
2015,June,23.5,0,0,0,0,1,Santa Cruz
2015,June,21.5,0,0,0,0,1,Santa Cruz
2015,June,22,0,0,0,0,1,Santa Cruz
2015,June,17,0,0,0,0,1,Santa Cruz
2015,June,18.5,0,0,0,0,1,Santa Cruz
2015,June,16.5,0,0,0,0,1,Santa Cruz
2015,June,18,0,0,0,0,1,Santa Cruz
2015,June,16.5,0,0,0,0,1,Santa Cruz
2015,June,18.5,0,0,0,0,1,Santa Cruz
2015,June,17.5,0,0,0,0,1,Santa Cruz
2015,June,17.5,0,0,0,0,1,Lagun
2015,June,16.5,0,0,0,0,1,Lagun
2015,June,23.5,0,0,0,0,1,Lagun
2015,June,17,0,0,0,0,1,Lagun
2015,June,17.5,0,0,0,0,1,Lagun
